Date,Closing Price (USD)
2017-01-10,905.22625
2017-01-11,910.60625
2017-01-12,772.66125
2017-01-13,784.89375
2017-01-14,820.68875
2017-01-15,821.19625
2017-01-16,830.74
2017-01-17,848.58125
2017-01-18,890.29375
2017-01-19,888.0625
2017-01-20,896.16375
2017-01-21,920.58875
2017-01-22,934.7775
2017-01-23,920.365
2017-01-24,912.2125
2017-01-25,898.55
2017-01-26,901.05
2017-01-27,912.84375
2017-01-28,919.795
2017-01-29,920.82875
2017-01-30,916.91125
2017-01-31,921.35125
2017-02-01,973.065
2017-02-02,982.8275
2017-02-03,1020.09
2017-02-04,1011.215
2017-02-05,1029.40124
2017-02-06,1019.3125
2017-02-07,1029.40875
2017-02-08,1067.70875
2017-02-09,1072.205
2017-02-10,974.95875
2017-02-11,997.2275
2017-02-12,1004.71375
2017-02-13,1004.85375
2017-02-14,994.58
2017-02-15,1003.59
2017-02-16,1018.41125
2017-02-17,1038.86625
2017-02-18,1058.315
2017-02-19,1052.84375
2017-02-20,1046.66249
2017-02-21,1079.5825
2017-02-22,1112.86375
2017-02-23,1122.515
2017-02-24,1193.501
2017-02-25,1182.429
2017-02-26,1139.848
2017-02-27,1189.366
2017-02-28,1189.94699
2017-03-01,1193.611
2017-03-02,1221.05
2017-03-03,1269.776
2017-03-04,1285.376
2017-03-05,1260.668
2017-03-06,1273.24699
2017-03-07,1280.30499
2017-03-08,1206.357
2017-03-09,1153.06
2017-03-10,1200.557
2017-03-11,1147.625
2017-03-12,1186.351
2017-03-13,1235.553
2017-03-14,1242.806
2017-03-15,1245.892
2017-03-16,1247.67099
2017-03-17,1126.08199
2017-03-18,1062.07
2017-03-19,1000.24599
2017-03-20,1036.226
2017-03-21,1065.481
2017-03-22,1091.333
2017-03-23,1036.099
2017-03-24,1013.844
2017-03-25,921.808
2017-03-26,962.508
2017-03-27,968.293
2017-03-28,1035.32199
2017-03-29,1011.969
2017-03-30,1041.374
2017-03-31,1048.86299
2017-04-01,1077.557
2017-04-02,1082.37
2017-04-03,1140.037
2017-04-04,1148.092
2017-04-05,1139.86
2017-04-06,1150.685
2017-04-07,1177.284
2017-04-08,1196.896
2017-04-09,1187.03299
2017-04-10,1213.801
2017-04-11,1206.74
2017-04-12,1226.896
2017-04-13,1216.269
2017-04-14,1187.136
2017-04-15,1186.10899
2017-04-16,1189.55
2017-04-17,1184.2
2017-04-18,1211.73799
2017-04-19,1218.666
2017-04-20,1227.981
2017-04-21,1261.702
2017-04-22,1255.25125
2017-04-23,1232.7575
2017-04-24,1243.43
2017-04-25,1251.5775
2017-04-26,1269.69625
2017-04-27,1289.7475
2017-04-28,1335.825
2017-04-29,1319.7
2017-04-30,1311.58874
2017-05-01,1370.79
2017-05-02,1416.61
2017-05-03,1448.88625
2017-05-04,1506.7725
2017-05-05,1543.31
2017-05-06,1536.1525
2017-05-07,1554.6025
2017-05-08,1564.065
2017-05-09,1644.72875
2017-05-10,1695.83125
2017-05-11,1748.35375
2017-05-12,1774.52
2017-05-13,1634.6075
2017-05-14,1774.805
2017-05-15,1747.04375
2017-05-16,1665.0325
2017-05-17,1744.44125
2017-05-18,1796.89625
2017-05-19,1913.13875
2017-05-20,1983.97875
2017-05-21,2074.69625
2017-05-22,2114.98875
2017-05-23,2196.66874
2017-05-24,2348.55249
2017-05-25,2581.85375
2017-05-26,2460.95375
2017-05-27,2232.2875
2017-05-28,2234.83374
2017-05-29,2195.785
2017-05-30,2315.73625
2017-05-31,2170.98124
2017-06-01,2402.125
2017-06-02,2477.1725
2017-06-03,2475.2975
2017-06-04,2526.31125
2017-06-05,2605.125
2017-06-06,2855.03
2017-06-07,2900.8525
2017-06-08,2737.9025
2017-06-09,2826.03875
2017-06-10,2846.00625
2017-06-11,2910.33625
2017-06-12,3007.0125
2017-06-13,2697.0775
2017-06-14,2780.1825
2017-06-15,2518.54875
2017-06-16,2438.61749
2017-06-17,2520.78375
2017-06-18,2680.1025
2017-06-19,2611.67999
2017-06-20,2667.5475
2017-06-21,2805.0975
2017-06-22,2702.00375
2017-06-23,2763.29125
2017-06-24,2740.5925
2017-06-25,2598.15875
2017-06-26,2630.59499
2017-06-27,2513.42999
2017-06-28,2556.1675
2017-06-29,2591.2675
2017-06-30,2547.3225
2017-07-01,2479.05499
2017-07-02,2424.69875
2017-07-03,2513.74125
2017-07-04,2640.06125
2017-07-05,2588.67875
2017-07-06,2634.17375
2017-07-07,2598.57
2017-07-08,2514.3625
2017-07-09,2586.0425
2017-07-10,2524.12624
2017-07-11,2352.265
2017-07-12,2292.91375
2017-07-13,2437.55375
2017-07-14,2337.67875
2017-07-15,2109.37375
2017-07-16,2045.5725
2017-07-17,1986.9425
2017-07-18,2189.23999
2017-07-19,2354.8925
2017-07-20,2349.355
2017-07-21,2740.56875
2017-07-22,2738.775
2017-07-23,2831.67875
2017-07-24,2772.3675
2017-07-25,2768.8025
2017-07-26,2540.20874
2017-07-27,2570.195
2017-07-28,2699.72125
2017-07-29,2719.69
2017-07-30,2714.70375
2017-07-31,2718.6175
2017-08-01,2867.65375
2017-08-02,2739.70875
2017-08-03,2740.07125
2017-08-04,2811.71
2017-08-05,3123.41125
2017-08-06,3254.71
2017-08-07,3274.6375
2017-08-08,3474.7625
2017-08-09,3416.185
2017-08-10,3364.41125
2017-08-11,3451.8525
2017-08-12,3705.43
2017-08-13,4104.015
2017-08-14,4036.7575
2017-08-15,4462.67625
2017-08-16,4118.9025
2017-08-17,4322.42125
2017-08-18,4311.685
2017-08-19,4180.23875
2017-08-20,4139.38125
2017-08-21,4110.94125
2017-08-22,3911.27625
2017-08-23,4162.79249
2017-08-24,4178.75625
2017-08-25,4396.03125
2017-08-26,4359.9025
2017-08-27,4381.39625
2017-08-28,4340.46
2017-08-29,4442.6575
2017-08-30,4664.64375
2017-08-31,4676.1425
2017-09-01,4783.17
2017-09-02,4864.285
2017-09-03,4672.56875
2017-09-04,4593.1825
2017-09-05,4160.535
2017-09-06,4517.57
2017-09-07,4543.1025
2017-09-08,4628.6025
2017-09-09,4280.975
2017-09-10,4194.21875
2017-09-11,4307.82625
2017-09-12,4295.76124
2017-09-13,3944.58375
2017-09-14,3817.0575
2017-09-15,3358.10875
2017-09-16,3772.68375
2017-09-17,3608.595
2017-09-18,3764.6175
2017-09-19,3976.3875
2017-09-20,3863.18625
2017-09-21,3827.685
2017-09-22,3690.99125
2017-09-23,3612.1625
2017-09-24,3772.8475
2017-09-25,3753.435
2017-09-26,3920.99125
2017-09-27,3939.515
2017-09-28,4220.28
2017-09-29,4062.20375
2017-09-30,4207.825
2017-10-01,4300.55125
2017-10-02,4414.1775
2017-10-03,4424.4725
2017-10-04,4307.555
2017-10-05,4186.78374
2017-10-06,4325.23625
2017-10-07,4370.16875
2017-10-08,4446.17249
2017-10-09,4624.34875
2017-10-10,4789.30125
2017-10-11,4741.70875
2017-10-12,4858.60499
2017-10-13,5728.5475
2017-10-14,5666.97875
2017-10-15,5779.07375
2017-10-16,5607.01
2017-10-17,5643.55375
2017-10-18,5495.03875
2017-10-19,5627.08625
2017-10-20,5686.52625
2017-10-21,6098.115
2017-10-22,5949.07875
2017-10-23,5969.795
2017-10-24,5649.005
2017-10-25,5550.85875
2017-10-26,5776.87875
2017-10-27,5923.70625
2017-10-28,5737.1025
2017-10-29,5741.7225
2017-10-30,6151.325
2017-10-31,6130.56375
2017-11-01,6424.515
2017-11-02,6879.365
2017-11-03,7199.2375
2017-11-04,7210.46875
2017-11-05,7376.7425
2017-11-06,7231.93
2017-11-07,7123.89375
2017-11-08,7356.50625
2017-11-09,7342.82375
2017-11-10,7250.77
2017-11-11,6773.695
2017-11-12,6075.30125
2017-11-13,5969.13
2017-11-14,6666.27125
2017-11-15,6867.42625
2017-11-16,7259.3
2017-11-17,7924.1825
2017-11-18,7598.2775
2017-11-19,7787.45625
2017-11-20,7954.7675
2017-11-21,7879.06
2017-11-22,8150.6325
2017-11-23,8208.75375
2017-11-24,8094.445
2017-11-25,8190.87125
2017-11-26,8851.305
2017-11-27,9573.9675
2017-11-28,9713.09625
2017-11-29,10295.6225
2017-11-30,10542.6625
2017-12-01,9706.10375
2017-12-02,10923.20125
2017-12-03,10973.54375
2017-12-04,11382.20875
2017-12-05,11597.23125
2017-12-06,12230.365
2017-12-07,13734.52
2017-12-08,16403.42125
2017-12-09,15732.1
2017-12-10,13152.52875
2017-12-11,16299.2975
2017-12-12,16374.8975
2017-12-13,16678.28749
2017-12-14,16246.13875
2017-12-15,17221.65125
2017-12-16,17436.5975
2017-12-17,19166.97874
2017-12-18,18640.2625
2017-12-19,18984.7675
2017-12-20,16862.57125
2017-12-21,16925.0175
2017-12-22,14182.46499
2017-12-23,14694.5825
2017-12-24,14103.21875
2017-12-25,13387.34875
2017-12-26,14652.3675
2017-12-27,15846.07375
2017-12-28,14362.40375
2017-12-29,14867.5725
2017-12-30,13643.695
2017-12-31,13062.145
2018-01-01,13439.4175
2018-01-02,13337.62125
2018-01-03,14881.545
2018-01-04,15104.45
2018-01-05,14953.8525
2018-01-06,16576.69625
2018-01-07,16735.10625
2018-01-08,15632.41125
2018-01-09,15242.93625
2018-01-10,14122.825
2018-01-11,13269.5975
2018-01-12,13633.36375
2018-01-13,14165.90625
2018-01-14,14217.3625
2018-01-15,13519.92625
2018-01-16,12915.11625
2018-01-17,10870.16875
2018-01-18,11340.65
2018-01-19,11137.36875
2018-01-20,11742.94125
2018-01-21,12486.06625
2018-01-22,11508.62
2018-01-23,10872.9025
2018-01-24,10830.9275
2018-01-25,11629.375
2018-01-26,11524.345
2018-01-27,11005.615
2018-01-28,11452.23
2018-01-29,11412.79375
2018-01-30,10917.15125
2018-01-31,9914.4725
2018-02-01,9970.30875
2018-02-02,8715.59499
2018-02-03,8285.50124
2018-02-04,9192.045
2018-02-05,8136.39
2018-02-06,6332.37
2018-02-07,7270.5075
2018-02-08,7987.28125
2018-02-09,8086.7725
2018-02-10,8930.13875
2018-02-11,8045.44
2018-02-12,8478.92499
2018-02-13,8766.8525
2018-02-14,8693.2525
2018-02-15,9659.2875
2018-02-16,10110.83875
2018-02-17,10474.77125
2018-02-18,10855.9375
2018-02-19,10537.00625
2018-02-20,11416.03875
2018-02-21,10928.02
2018-02-22,10727.9525
2018-02-23,9809.72125
2018-02-24,10412.36875
2018-02-25,9585.285
2018-02-26,9627.71625
2018-02-27,10272.9025
2018-02-28,10903.01875
2018-03-01,10352.04625
2018-03-02,11100.2925
2018-03-03,11305.1225
2018-03-04,11171.8175
2018-03-05,11558.475
2018-03-06,11246.7475
2018-03-07,10735.88625
2018-03-08,9552.75875
2018-03-09,8980.19249
2018-03-10,9251.2925
2018-03-11,8680.6075
2018-03-12,9433.47374
2018-03-13,9047.5125
2018-03-14,9260.70875
2018-03-15,7895.98875
2018-03-16,8039.6025
2018-03-17,8206.555
2018-03-18,7667.99
2018-03-19,8189.49125
2018-03-20,8597.3375
2018-03-21,9028.2975
2018-03-22,9023.7175
2018-03-23,8411.6525
2018-03-24,8881.98625
2018-03-25,8548.8125
2018-03-26,8429.33124
2018-03-27,7854.6375
2018-03-28,7863.255
2018-03-29,7866.36
2018-03-30,6861.325
2018-03-31,6970.36375
2018-04-01,6926.875
2018-04-02,6986.835
2018-04-03,7182.12
2018-04-04,7295.89
2018-04-05,6769.48375
2018-04-06,6766.5925
2018-04-07,6854.92125
2018-04-08,6964.4325
2018-04-09,7125.53875
2018-04-10,6789.2675
2018-04-11,6824.49375
2018-04-12,6941.63875
2018-04-13,7823.55875
2018-04-14,8040.88125
2018-04-15,8083.57375
2018-04-16,8160.4125
2018-04-17,8030.57
2018-04-18,7937.61
2018-04-19,8188.71875
2018-04-20,8333.81374
2018-04-21,8866.67
2018-04-22,8830.05875
2018-04-23,8868.16124
2018-04-24,9191.82
2018-04-25,9373.3025
2018-04-26,8807.515
2018-04-27,9153.64125
2018-04-28,9144.38375
2018-04-29,9444.1425
2018-04-30,9268.7175
2018-05-01,8949.87624
2018-05-02,9029.47875
2018-05-03,9228.8525
2018-05-04,9572.69875
2018-05-05,9817.5975
2018-05-06,9845.54375
2018-05-07,9326.76125
2018-05-08,9424.99124
2018-05-09,9039.02875
2018-05-10,9327.04999
2018-05-11,8920.25625
2018-05-12,8408.35875
2018-05-13,8442.23875
2018-05-14,8398.86249
2018-05-15,8711.38875
2018-05-16,8159.25625
2018-05-17,8360.22875
2018-05-18,7996.82125
2018-05-19,8237.3425
2018-05-20,8250.395
2018-05-21,8493.13125
2018-05-22,8324.025
2018-05-23,7951.51375
2018-05-24,7614.96375
2018-05-25,7599.9525
2018-05-26,7436.835
2018-05-27,7296.79625
2018-05-28,7383.2175
2018-05-29,7118.42375
2018-05-30,7491.61125
2018-05-31,7363.27625
2018-06-01,7490.62125
2018-06-02,7518.333328931
2018-06-03,7630.403388155
2018-06-04,7716.1450680606
2018-06-05,7505.5892769261
2018-06-06,7624.1879705558
2018-06-07,7658.57
2018-06-08,7684.93
2018-06-09,7618.11
2018-06-10,7495.1
2018-06-11,6770.31
2018-06-12,6780.3408026703
2018-06-13,6525.329181606
2018-06-14,6321.6559647806
2018-06-15,6601.3241577351
2018-06-16,6397.4411699407
2018-06-17,6529.5440149899
2018-06-18,6482.8686968609
2018-06-19,6711.6496699796
2018-06-20,6731.7101466428
2018-06-21,6736.8677212375
2018-06-22,6729.9259369514
2018-06-23,6099.445277341
2018-06-24,6198.7008235859
2018-06-25,6142.3925697055
2018-06-26,6244.3284549671
2018-06-27,6148.4227054114
2018-06-28,6140.1914995488
2018-06-29,5954.5265818138
2018-06-30,6189.3092519378
2018-07-01,6343.8921999592
2018-07-02,6373.2778541204
2018-07-03,6629.7495948521
2018-07-04,6482.8305936314
2018-07-05,6589.6327930083
2018-07-06,6538.6824323422
2018-07-07,6596.53
2018-07-08,6570.4275920965
2018-07-09,6744.9886791676
2018-07-10,6694.5308510827
2018-07-11,6364.3875895982
2018-07-12,6360.4466681956
2018-07-13,6144.8101179498
2018-07-14,6215.59
2018-07-15,6254.6781291793
2018-07-16,6366.3499035552
2018-07-17,6671.6259190668
2018-07-18,7315.5510403376
2018-07-19,7359.7370183427
2018-07-20,7484.6396703854
2018-07-21,7357.4456773198
2018-07-22,7424.7342378111
2018-07-23,7411.2005247349
2018-07-24,7730.2474798128
2018-07-25,8325.8015336658
2018-07-26,8271.5979196832
2018-07-27,7925.2473958792
2018-07-28,8254.2773483423
2018-07-29,8184.6955351747
2018-07-30,8201.8900899474
2018-07-31,8166.3883602012
2018-08-01,7700.8341285235
2018-08-02,7588.5861802231
2018-08-03,7547.3149505122
2018-08-04,7423.0743779862
2018-08-05,7396.0411215425
2018-08-06,7411.5152993623
2018-08-07,7402.3366337439
2018-08-08,6748.4414841816
2018-08-09,6460.1531550102
2018-08-10,6482.9734487615
2018-08-11,6092.5331036604
2018-08-12,6391.5992583652
2018-08-13,6338.7389567451
2018-08-14,6260.1929950271
2018-08-15,6123.4476006082
2018-08-16,6332.6068999281
2018-08-17,6273.8880695393
2018-08-18,6566.5952833952
2018-08-19,6396.9463686172
2018-08-20,6516.6683821435
2018-08-21,6299.3953331255
2018-08-22,6470.7335666523
2018-08-23,6355.8818088457
2018-08-24,6503.8323619614
2018-08-25,6675.3606827832
2018-08-26,6725.0323269894
2018-08-27,6689.8226825962
2018-08-28,6756.6289258733
2018-08-29,7084.2936167368
2018-08-30,7059.2312352573
2018-08-31,6938.9145822993
2018-09-01,7028.447311566
2018-09-02,7198.0584362259
2018-09-03,7282.8585138311
2018-09-04,7260.2515925593
2018-09-05,7361.2718642376
2018-09-06,6913.1150129363
2018-09-07,6471.493883654
2018-09-08,6400.2687056583
2018-09-09,6181.7442069566
2018-09-10,6253.9372013424
2018-09-11,6275.0831321787
2018-09-12,6275.6695882724
2018-09-13,6277.4944091253
2018-09-14,6283.1841998225
2018-09-15,6285.9824663114
2018-09-16,6280.3101068801
2018-09-17,6281.4093556542
2018-09-18,6273.2200825643
2018-09-19,6278.5954861797
2018-09-20,6282.6107265937
2018-09-21,6288.0701702962
2018-09-22,6317.6996850165
2018-09-23,6293.8364208374
2018-09-24,6289.6213269847
2018-09-25,6466.9945639118
2018-09-26,6391.3859805928
2018-09-27,6509.7766212475
2018-09-28,6698.4160468789
2018-09-29,6502.6881513173
2018-09-30,6576.6143197
2018-10-01,6647.3879467315
2018-10-02,6603.7543420461
2018-10-03,6576.3542289419
2018-10-04,6481.2457703264
2018-10-05,6594.9357857858
2018-10-06,6630.5752970678
2018-10-07,6595.2603262611
2018-10-08,6591.6863183363
2018-10-09,6662.8684995573
2018-10-10,6663.021070746
2018-10-11,6619.4958451381
2018-10-12,6285.859202643
2018-10-13,6309.1989214047
2018-10-14,6331.1311540774
2018-10-15,6361.4170162729
2018-10-16,6721.5875032778
2018-10-17,6724.8330778968
2018-10-18,6444.7470095938
2018-10-19,6374.6488625469
2018-10-20,6372.6868170702
2018-10-21,6407.4790849086
2018-10-22,6412.5304907339
2018-10-23,6396.8801542538
2018-10-24,6396.252324044
2018-10-25,6407.667175231
2018-10-26,6405.5007258241
2018-10-27,6392.1793373833
2018-10-28,6436.355483928
2018-10-29,6429.6871414323
2018-10-30,6266.1896827178
2018-10-31,6276.4644997238
2018-11-01,6321.713671307
2018-11-02,6341.0948126498
2018-11-03,6360.1412719216
2018-11-04,6344.7389429436
2018-11-05,6405.1397546807
2018-11-06,6396.3521235412
2018-11-07,6425.9178018185
2018-11-08,6514.4894527375
2018-11-09,6412.524289058
2018-11-10,6343.6325037562
2018-11-11,6365.655231516
2018-11-12,6327.4806461044
2018-11-13,6327.1546960646
2018-11-14,6282.4386771629
2018-11-15,5524.8010934193
2018-11-16,5511.1528335321
2018-11-17,5448.6006335653
2018-11-18,5497.4112787322
2018-11-19,5553.014895008
2018-11-20,4800.3428974568
2018-11-21,4246.3127740611
2018-11-22,4478.2995582941
2018-11-23,4405.7440313629
2018-11-24,4329.9172203207
2018-11-25,3728.8726484882
2018-11-26,3951.20502915
2018-11-27,3640.5571648024
2018-11-28,3792.1923641199
2018-11-29,4174.31997237
2018-11-30,4218.6083631146
2018-12-01,3952.4478953992
2018-12-02,4178.60382773
2018-12-03,4118.5182417699
2018-12-04,3847.0327374089
2018-12-05,3889.2921196935
2018-12-06,3713.5733827508
2018-12-07,3578.2066240384
2018-12-08,3391.8741459694
2018-12-09,3452.6161853921
2018-12-10,3507.3063671956
2018-12-11,3419.7337684576
2018-12-12,3360.9466282566
2018-12-13,3414.8337488292
2018-12-14,3263.5479129873
2018-12-15,3212.207080727
2018-12-16,3194.96227244
2018-12-17,3200.6424680869
2018-12-18,3478.461202649
2018-12-19,3562.8949463603
2018-12-20,3709.3167592101
2018-12-21,4065.7999528499
2018-12-22,3824.7397939051
2018-12-23,3862.7263286473
2018-12-24,3949.7943416583
2018-12-25,4054.2962598168
2018-12-26,3767.3500239009
2018-12-27,3807.1530224727
2018-12-28,3587.1982229208
2018-12-29,3865.5293004371
2018-12-30,3725.48
2018-12-31,3832.4
2019-01-01,3689.5646203364
2019-01-02,3715.5644411293
2019-01-03,3882.304754348
2019-01-04,3795.5927412969
2019-01-05,3812.3811076791
2019-01-06,3809.9143429619
2019-01-07,4014.1331870739
2019-01-08,3989.6317409326
2019-01-09,3992.9861439065
2019-01-10,3995.3251931641
2019-01-11,3617.3462911588
2019-01-12,3606.1648903844
2019-01-13,3611.5282378524
2019-01-14,3497.6693915005
2019-01-15,3654.3470673605
2019-01-16,3568.7512587366
2019-01-17,3593.7217397683
2019-01-18,3623.717336702
2019-01-19,3605.8551868777
2019-01-20,3690.9085636878
2019-01-21,3544.2217242808
2019-01-22,3528.4635294479
2019-01-23,3581.5519472363
2019-01-24,3549.770799097
2019-01-25,3562.9204764613
2019-01-26,3566.6661636996
2019-01-27,3563.2780095528
2019-01-28,3539.6209472447
2019-01-29,3425.2621611882
2019-01-30,3395.0186452497
2019-01-31,3441.0322154158
2019-02-01,3420.633226576
2019-02-02,3439.8056988758
2019-02-03,3433.0352852216
2019-02-04,3404.499313399
2019-02-05,3412.2304311019
2019-02-06,3419.7678987458
2019-02-07,3367.5190315823
2019-02-08,3360.534075862
2019-02-09,3591.0221518825
2019-02-10,3617.4646801319
2019-02-11,3621.1540027134
2019-02-12,3593.1831765659
2019-02-13,3579.3418810265
2019-02-14,3569.5548327757
2019-02-15,3558.3968581047
2019-02-16,3566.2477646317
2019-02-17,3596.4051912371
2019-02-18,3606.1519884106
2019-02-19,3865.3181649793
2019-02-20,3904.4829202328
2019-02-21,3924.7398439211
2019-02-22,3889.7584851849
2019-02-23,3933.6075896328
2019-02-24,4105.1127585961
2019-02-25,3763.6205157956
2019-02-26,3819.8653414425
2019-02-27,3797.5817895103
2019-02-28,3772.9363353275
2019-03-01,3799.678542951
2019-03-02,3811.6119793671
2019-03-03,3804.4191701095
2019-03-04,3782.6641011218
2019-03-05,3689.8628931904
2019-03-06,3832.0808847342
2019-03-07,3848.9563696825
2019-03-08,3859.8399833296
2019-03-09,3828.3719040694
2019-03-10,3898.8684595605
2019-03-11,3899.6558689562
2019-03-12,3851.2491896498
2019-03-13,3866.2959463248
2019-03-14,3846.2744415121
2019-03-15,3855.7443626577
2019-03-16,3892.0523011383
2019-03-17,3985.8512364813
2019-03-18,3970.3890446061
2019-03-19,3974.4157640954
2019-03-20,3996.037130764
2019-03-21,4027.7873954939
2019-03-22,3974.8114294551
2019-03-23,3987.3052249052
2019-03-24,3977.707443288
2019-03-25,3968.4387009854
2019-03-26,3913.7817170518
2019-03-27,3915.3753197805
2019-03-28,4018.5905096995
2019-03-29,4008.3708718477
2019-03-30,4080.2601141916
2019-03-31,4081.2216046987
2019-04-01,4094.7047913777
2019-04-02,4135.1849399747
2019-04-03,4818.7706353498
2019-04-04,5102.1507526415
2019-04-05,4875.5994313973
2019-04-06,5030.9332705867
2019-04-07,5028.3210819427
2019-04-08,5198.1731702888
2019-04-09,5260.2050430865
2019-04-10,5179.997649218
2019-04-11,5283.543757825
2019-04-12,5049.6058235388
2019-04-13,5077.5158640878
2019-04-14,5066.8670401606
2019-04-15,5158.3874010066
2019-04-16,5045.6751659083
2019-04-17,5184.2044677779
2019-04-18,5220.9599338197
2019-04-19,5276.5589823291
2019-04-20,5266.6612458779
2019-04-21,5292.1483296981
2019-04-22,5276.5583181647
2019-04-23,5398.4334166027
2019-04-24,5552.5219105461
2019-04-25,5432.9910174238
2019-04-26,5132.227526274
2019-04-27,5151.5745281681
2019-04-28,5200.1932393191
2019-04-29,5152.5457396305
2019-04-30,5151.4334996793
2019-05-01,5277.4444688896
2019-05-02,5297.9424922151
2019-05-03,5405.8780670084
2019-05-04,5697.6790537992
2019-05-05,5812.3317793033
2019-05-06,5713.0350518135
2019-05-07,5706.0084207883
2019-05-08,5899.5296934602
2019-05-09,5932.4413913918
2019-05-10,6159.6859018287
2019-05-11,6387.829450439
2019-05-12,7254.8055361621
2019-05-13,6992.7066614624
2019-05-14,7906.9408350528
2019-05-15,7928.4174163467
2019-05-16,8177.4535191838
2019-05-17,7820.0762428219
2019-05-18,7243.650538964
2019-05-19,7295.6497288231
2019-05-20,8221.2593953546
2019-05-21,7917.0124987984
2019-05-22,7961.1287431622
2019-05-23,7723.9038796248
2019-05-24,7903.8469103955
2019-05-25,8038.5067907549
2019-05-26,8089.5701634982
2019-05-27,8653.1423680221
2019-05-28,8800.3466061527
2019-05-29,8719.3314849999
2019-05-30,8672.4001072907
2019-05-31,8287.0402563223
2019-06-01,8513.2038819334
2019-06-02,8588.4795049694
2019-06-03,8744.2655607165
2019-06-04,8474.0482291229
2019-06-05,7645.5725139007
2019-06-06,7790.3211349552
2019-06-07,7730.8817258862
2019-06-08,8030.2560794416
2019-06-09,7949.425798625
2019-06-10,7600.9224920885
2019-06-11,7954.0062377205
2019-06-12,7903.6252503798
2019-06-13,8151.7886797815
2019-06-14,8256.7200994618
2019-06-15,8667.7879539941
2019-06-16,8836.1684129096
2019-06-17,9061.5404606385
2019-06-18,9346.9750871976
2019-06-19,9012.4878496522
2019-06-20,9259.1236383919
2019-06-21,9559.9006885716
2019-06-22,9906.407965055
2019-06-23,10461.4121688088
2019-06-24,10843.5709747797
2019-06-25,10996.4597495353
2019-06-26,11665.4096837335
2019-06-27,12444.9258599878
2019-06-28,11086.2688286526
2019-06-29,12316.9530120207
2019-06-30,12024.0809722046
2019-07-01,10932.3105071733
2019-07-02,10454.6838183291
2019-07-03,10800.1301399504
2019-07-04,11942.2402247929
2019-07-05,11645.5246063376
2019-07-06,10946.2090547386
2019-07-07,11219.0460004352
2019-07-08,11422.1144680283
2019-07-09,12335.9993946484
2019-07-10,12575.904067439
2019-07-11,12054.1837934894
2019-07-12,11324.1446969751
2019-07-13,11802.9599635884
2019-07-14,11279.6027356333
2019-07-15,10506.3958273087
2019-07-16,10934.4827395525
2019-07-17,9490.4105157548
2019-07-18,9733.1321340919
2019-07-19,10603.3488731713
2019-07-20,10466.2609381509
2019-07-21,10983.2160020296
2019-07-22,10551.1316333347
2019-07-23,10285.6392306749
2019-07-24,10027.5326122485
2019-07-25,9771.5047613175
2019-07-26,9897.4293515161
2019-07-27,9812.2263505784
2019-07-28,9440.1400373076
2019-07-29,9495.855261405
2019-07-30,9506.704273142
2019-07-31,9572.735371803
2019-08-01,10005.2944733245
2019-08-02,10385.2006061246
2019-08-03,10513.9114715942
2019-08-04,10831.2598554087
2019-08-05,10985.8075416287
2019-08-06,11811.7870541507
2019-08-07,11310.187223605
2019-08-08,11956.0472230184
2019-08-09,11817.4554825164
2019-08-10,11827.5745716918
2019-08-11,11278.2812549022
2019-08-12,11485.3657829898
2019-08-13,11391.9686539038
2019-08-14,10869.3791128623
2019-08-15,10211.4985816982
2019-08-16,10386.5395500195
2019-08-17,10388.4505925604
2019-08-18,10212.1014417394
2019-08-19,10335.3728385716
2019-08-20,10774.8103058331
2019-08-21,10818.5070076193
2019-08-22,10064.9167944793
2019-08-23,10161.1647494901
2019-08-24,10364.2813536875
2019-08-25,10171.4974606754
2019-08-26,10068.922419922
2019-08-27,10312.2150398496
2019-08-28,10122.1965329581
2019-08-29,9743.1620510451
2019-08-30,9487.9764335192
2019-08-31,9590.7363369227
2019-09-01,9624.9839105321
2019-09-02,9780.6678970327
2019-09-03,10381.8559592516
2019-09-04,10691.31129913
2019-09-05,10555.0469008368
2019-09-06,10576.3178915251
2019-09-07,10334.0238858467
2019-09-08,10495.2273642085
2019-09-09,10402.7965306911
2019-09-10,10332.9421881057
2019-09-11,10082.9468264833
2019-09-12,10152.7529840771
2019-09-13,10396.7672047403
2019-09-14,10299.4769604855
2019-09-15,10351.2320218437
2019-09-16,10302.1907136783
2019-09-17,10301.6596516938
2019-09-18,10231.4215119596
2019-09-19,10168.2877093815
2019-09-20,10223.5055788024
2019-09-21,10138.3352052234
2019-09-22,9984.520515967
2019-09-23,10031.8667089936
2019-09-24,9719.7186961077
2019-09-25,8688.9735259572
2019-09-26,8438.7085524873
2019-09-27,8103.2108995944
2019-09-28,8195.2106969967
2019-09-29,8146.4140320046
2019-09-30,8085.7132904218
2019-10-01,8241.3414700027
2019-10-02,8333.6891904217
2019-10-03,8273.4640176573
2019-10-04,8203.8438327979
2019-10-05,8163.9026381024
2019-10-06,8137.1466890387
2019-10-07,7853.6933048347
2019-10-08,8236.2083793045
2019-10-09,8201.6378181926
2019-10-10,8572.3808124348
2019-10-11,8582.1445177037
2019-10-12,8320.1715813968
2019-10-13,8328.6042603935
2019-10-14,8282.1773258265
2019-10-15,8337.8189985374
2019-10-16,8162.44
2019-10-17,8003.8203947876
2019-10-18,8058.0580811125
2019-10-19,7970.2394756046
2019-10-20,7943.3471070605
2019-10-21,8200.3187633988
2019-10-22,8200.2460994923
2019-10-23,8073.4095438836
