iter	RMSE
443	0.165215724
444	0.1650278335
445	0.1648215596
446	0.1645943296
447	0.1643892421
448	0.1641922322
449	0.1640140551
450	0.1639250528
451	0.1635860782
452	0.1634217194
453	0.1633511805
454	0.1631688966
455	0.1629987383
456	0.1626473536
457	0.1624430891
458	0.1621287224
459	0.1618440428
460	0.1617994035
461	0.1616718754
462	0.161597986
463	0.161402099
464	0.1613509358
465	0.1611623494
466	0.1609519287
467	0.1608942747
468	0.1608019669
469	0.1606788516
470	0.1606161429
471	0.16038464
472	0.1603514344
473	0.1601136936
474	0.1600706909
475	0.1600234905
476	0.1597763456
477	0.1597607609
478	0.1597007302
479	0.1596425526
480	0.1595681683
481	0.1593632296
482	0.159075026
483	0.1587492284
484	0.1586016736
485	0.158413802
486	0.1581671283
487	0.1578607577
488	0.1576341979
489	0.1574922903
490	0.1571981633
491	0.1571328844
492	0.1570892229
493	0.1568514318
494	0.1567746051
495	0.1564875547
496	0.1563098643
497	0.1561752053
498	0.1561475317
499	0.1559060886
500	0.1556764657
501	0.1556151404
502	0.155451825
503	0.1552103937
504	0.155165814
505	0.1550694571
506	0.1548021969
507	0.1546192404
508	0.1545437447
509	0.1543037166
510	0.1539961821
511	0.1539742075
512	0.1537482501
513	0.1536642631
514	0.1534917419
515	0.153255867
516	0.1530331218
517	0.152651861
518	0.1524707515
519	0.1522588171
520	0.1522145906
521	0.1519731236
522	0.1519212612
523	0.1516508783
524	0.1513076628
525	0.1512711392
526	0.1512405565
527	0.1510523278
528	0.1506891292
529	0.1505806807
530	0.1502910268
531	0.1500338909
532	0.1499962445
533	0.1497561055
534	0.149521144
535	0.1492322469
536	0.1490726085
537	0.1490389795
538	0.1487117332
539	0.1486770798
540	0.1486081747
541	0.1483600718
542	0.1481103654
543	0.1478822174
544	0.1476647801
545	0.1476238355
546	0.1474884026
547	0.1472819991
548	0.1472374824
549	0.1472254932
550	0.1470694313
551	0.1468905029
552	0.146558314
553	0.1462663864
554	0.1460543143
555	0.1460280918
556	0.1459604791
557	0.1457027038
558	0.145675352
559	0.1453378684
560	0.1451306311
561	0.1449881478
562	0.14472477
563	0.1446990488
564	0.1445301214
565	0.14438154
566	0.1442169894
567	0.144184271
568	0.1440484536
569	0.143941485
570	0.1439329483
571	0.1436659407
572	0.1434897424
573	0.1433030566
574	0.1432843471
575	0.1432521303
576	0.1429781588
577	0.1428733404
578	0.142814132
579	0.1426567581
580	0.1425030214
581	0.142354094
582	0.1423142882
583	0.1421037084
584	0.1420509685
585	0.141746768
586	0.1415207571
587	0.1413269427
588	0.1411828218
589	0.140957236
590	0.1408563535
591	0.1406772632
592	0.1404547009
593	0.1404118643
594	0.1402746412
595	0.1401406378
596	0.1398950713
597	0.1398728619
598	0.1398335288
599	0.139608099
600	0.139450856
601	0.1393764409
602	0.1393587342
603	0.1392153283
604	0.1390247567
605	0.1388998569
606	0.1387392942
607	0.1385658414
608	0.1385335229
609	0.1383092001
610	0.1382622161
611	0.1380189589
612	0.1378797353
613	0.1376752709
614	0.1373734282
615	0.1371860065
616	0.1370427013
617	0.1369571717
618	0.136889282
619	0.1368641312
620	0.136802995
621	0.1366817892
622	0.136653597
623	0.1365832495
624	0.1364129842
625	0.1363787992
626	0.1361997251
627	0.1361645485
628	0.1361249951
629	0.1360864765
630	0.1360677458
631	0.1360222154
632	0.1359133533
633	0.1357150079
634	0.1356995118
635	0.1356389715
636	0.1354322728
637	0.1354044446
638	0.1352502944
639	0.1350480627
640	0.1349600723
641	0.1347973909
642	0.1347913135
643	0.1346351619
644	0.1345204877
645	0.1343925365
646	0.1340984342
647	0.1340672213
648	0.1339000756
649	0.1337214633
650	0.1335326082
651	0.1334181559
652	0.133328206
653	0.1331685776
654	0.1328406281
655	0.1328257142
656	0.1327629475
657	0.1325290168
658	0.1323917439
659	0.1322486817
660	0.1320584652
661	0.1319394447
662	0.1318437896
663	0.1318254209
664	0.1317838253
665	0.1317131214
666	0.1315329979
667	0.131500395
668	0.1314666594
669	0.131413694
670	0.1312529348
671	0.131214256
672	0.1310791301
673	0.1309473179
674	0.1307142097
675	0.1304894348
676	0.1304563494
677	0.1304231979
678	0.1301669552
679	0.1301593594
680	0.1301367395
681	0.1300967082
682	0.1300731197
683	0.1298811142
684	0.1297734267
685	0.1295124748
686	0.1293481409
687	0.1291564633
688	0.1289932865
689	0.1288307264
690	0.1285761622
691	0.128468701
692	0.1283680805
693	0.1281929072
694	0.1280286162
695	0.1279175842
696	0.1278191478
697	0.1276291251
698	0.1274437456
699	0.1274265856
700	0.1273936417
701	0.1272980582
702	0.1272704977
703	0.1270195444
704	0.1268663224
705	0.1267492023
706	0.1267137859
707	0.126483287
708	0.1262888107
709	0.1261371149
710	0.125986464
711	0.1258700361
712	0.1256957256
713	0.1256645816
714	0.1256407391
715	0.1256060577
716	0.125593627
717	0.1254527362
718	0.1253319562
719	0.125156535
720	0.1251326694
721	0.125098801
722	0.1250329152
723	0.12493664
724	0.1248393965
725	0.1248208287
726	0.1247792927
727	0.1246117643
728	0.1245264937
729	0.1244226071
730	0.124241099
731	0.1240185761
732	0.1238810473
733	0.1237210039
734	0.1236963976
735	0.1236745984
736	0.1236635401
737	0.123628858
738	0.123362062
739	0.1231719892
740	0.1231274735
741	0.1230306212
742	0.1230066439
743	0.1228887515
744	0.1228552151
745	0.1227151702
746	0.1225331257
747	0.1222895019
748	0.1220846012
749	0.1220631109
750	0.1220244933
751	0.1218094967
752	0.121675463
753	0.1216454869
754	0.1214718798
755	0.1211757296
756	0.1210310182
757	0.1208382217
758	0.1206138693
759	0.1203834581
760	0.120183056
761	0.1201697871
762	0.1201438763
763	0.120138029
764	0.1199153724
765	0.1197104127
766	0.1196583502
767	0.1194997723
768	0.1193890459
769	0.1191889365
770	0.1190780353
771	0.1190556303
772	0.1189857151
773	0.1188673244
774	0.1188580518
775	0.1186566002
776	0.1186424056
777	0.1185976183
778	0.1185156076
779	0.1184266988
780	0.1182630425
781	0.1182293655
782	0.1180806394
783	0.1179347732
784	0.117771012
785	0.1176921256
786	0.1175685941
787	0.1174404611
788	0.1172702408
789	0.1172262586
790	0.1171515802
791	0.1170080691
792	0.1167965517
793	0.1167776873
794	0.1167627969
795	0.1166083996
796	0.1165314351
797	0.1163588068
798	0.1160862317
799	0.1160077663
800	0.115842582
801	0.1158226216
802	0.1156953438
803	0.1156683366
804	0.1154722081
805	0.1153627095
806	0.1153513341
807	0.1153010914
808	0.1151139618
809	0.1149514099
810	0.1148588674
811	0.1146837934
812	0.114498187
813	0.1143364548
814	0.1141547332
815	0.1141382356
816	0.1139804076
817	0.1139475016
818	0.1138887416
819	0.1137449961
820	0.1135479658
821	0.1133620001
822	0.1133469151
823	0.1132119048
824	0.1131059359
825	0.1129580132
826	0.1127827997
827	0.1126786714
828	0.11254629
829	0.1125391219
830	0.1123677401
831	0.1121885402
832	0.1120245742
833	0.1118748632
834	0.1117778781
835	0.1116196723
836	0.1115221723
837	0.1113914505
838	0.1112381207
839	0.1111543595
840	0.1110230884
841	0.1108863013
842	0.1107085351
843	0.1106795771
844	0.110505474
845	0.1104034441
846	0.110246587
847	0.1101409683
848	0.1100185198
849	0.1098544535
850	0.1097238402
851	0.1095925899
852	0.1094254382
853	0.1094130846
854	0.1093866389
855	0.1093468661
856	0.1092677106
857	0.1091336974
858	0.1089674552
859	0.1089559436
860	0.1089321709
861	0.1088673876
862	0.1087682451
863	0.1087493864
864	0.1085576597
865	0.1084540133
866	0.1084390391
867	0.1082314061
868	0.1080858776
869	0.1080607353
870	0.1079839041
871	0.107822938
872	0.1077277697
873	0.1075499251
874	0.1074512427
875	0.1072866854
876	0.107145322
877	0.1070440986
878	0.1069181042
879	0.1067691765
880	0.106644395
881	0.1066276056
882	0.1066108871
883	0.1064464762
884	0.1062820759
885	0.1061102841
886	0.1061010339
887	0.1059352544
888	0.1059097472
889	0.1058902163
890	0.1058645676
891	0.1058386442
892	0.105678559
893	0.1056650369
894	0.1055580765
895	0.1055535379
896	0.105539615
897	0.1055206331
898	0.1054280565
899	0.1054154159
900	0.1052935871
901	0.1051703665
902	0.1051560128
903	0.105138858
904	0.1050294087
905	0.1049047668
906	0.1048763624
907	0.1047811982
908	0.1047483949
909	0.1045899546
910	0.1045541697
911	0.1043983285
912	0.1043556191
913	0.1042057446
914	0.1041127436
915	0.103985991
916	0.1038794562
917	0.1038137659
918	0.1037149552
919	0.1036076664
920	0.1034419207
921	0.1034113688
922	0.1032380468
923	0.1031797848
924	0.1030525997
925	0.1029260967
926	0.1029060376
927	0.1027390216
928	0.1026212483
929	0.1024912503
930	0.1023712621
931	0.1023538002
932	0.1023101755
933	0.1022281862
934	0.1022177871
935	0.1021293305
936	0.1021081766
937	0.1019921208
938	0.1019597614
939	0.1018080256
940	0.1018002649
941	0.1017681911
942	0.1017055951
943	0.1015674018
944	0.1015063381
945	0.1014387471
946	0.101345552
947	0.1013336914
948	0.1012472796
949	0.1012377854
950	0.1010936414
951	0.1009408571
952	0.1009235422
953	0.1008262067
954	0.1006457183
955	0.1006270746
956	0.1004915921
957	0.1004772225
958	0.1003723886
959	0.1002840582
960	0.1001894566
961	0.1001615848
962	0.1000168851
963	0.09985641478
964	0.0997162211
965	0.09962892022
966	0.099427626
967	0.09937079425
968	0.09931991124
969	0.09931223831
970	0.09929668232
971	0.09927960826
972	0.09927506361
973	0.09925659924
974	0.09914575435
975	0.09913798034
976	0.09912085162
977	0.09903872522
978	0.09894007886
979	0.09892801535
980	0.09878929429
981	0.09861964391
982	0.09844919045
983	0.09844274234
984	0.09832450176
985	0.09829490337
986	0.09824315887
987	0.09822477931
988	0.09809261016
989	0.09792535707
990	0.09781078126
991	0.09779619976
992	0.09768937615
993	0.09765405719
994	0.09761134081
995	0.09759726868
996	0.09745505751
997	0.09741096538
998	0.09740046452
999	0.09738592449
